"n_pairs","rmse_a_mean","rmse_b_mean","ari_a_mean","ari_b_mean","delta_rmse_mean","delta_ari_mean"
1,1.39639336109988,0.484134953934452,0.8197166807805,0.964368216256557,-0.912258407165429,0.144651535476057
