"design","n","K_true","run","seed","T_iter","T_burn","gamma_true","p_adj","model_a","model_b","rmse_a","rmse_b","spearman_a","spearman_b","ari_a","ari_b","vi_a","vi_b","K_mean_a","K_mean_b","delta_rmse","delta_ari"
"design1",105,3,1,123,15000,5000,0.71,0.85,"RCBTL","BT-SBM",1.39639336109988,0.484134953934452,0.872854352329637,0.873963295824534,0.8197166807805,0.964368216256557,0.764606896685333,0.133738338251082,16.8874499999999,3.26935,-0.912258407165429,0.144651535476057
