"run","seed","design","n","K_true","T_iter","T_burn","n_chains","model","rmse","mae","rmse_rel","mae_rel","mean_abs_log_ratio","rms_log_ratio","spearman","kendall","pearson","ari","vi","K_mean","K_ci_low","K_ci_high","elapsed"
1,123,"design1",105,3,10000,2000,4,"BT",3.64519533004461e+20,35573463885021896704,9.98546529962816e+20,97448163143321665536,1.04953343139824,5.00851179636153,0.863476291877498,0.733122046869862,-0.0533012067658439,NA,NA,NA,NA,NA,50.378
1,123,"design1",105,3,10000,2000,4,"RCBTL",0.617177782320002,0.344807959894088,0.62271811978018,0.305842644024386,0.241836341217324,0.36999266342542,0.893964998716895,0.757261725726295,0.993189330961204,0.778257946145032,0.663971906018825,18.04165625,15,21,77980.402
1,123,"design1",105,3,10000,2000,4,"BT-SBM",0.49319167079441,0.24937781220276,0.607586793545076,0.241628086213116,0.179698857233834,0.313006670327998,0.874518898682656,0.740363950526792,0.99667137705102,0.964368216256557,0.133738338251082,3.2535,3,5,50.323000000004
